title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Allison & Lillia,"La historia se desarrolla en un mundo que se divide en don grandes regiones, la Confederación Roxcheanuk por el este y Reino Unido de Bezel Iltoa por el oeste, los cuales están en ?guerra? discutiendo en que continente se origina su raza. Allison es una chica Piloto con gran carácter, capaz de dominar a su querido y apacible amigo Will, joven estudioso y con una excelente puntería con las armas. Ambos se ven envuelto en una aventura cuando encuentran a un viejo que les indica que sabe el paradero de un tesoro invaluable, capaz de cambiar al mundo? Will sin saber como se encuentra en un avión piloteado por Allison hacia una gran aventura que sin duda cambiara la vida de ellos y de todas las personas? ",2008,Anime,4.5,42,Finalizado,188,26,"Acción,Aventuras,Shounen,",https://www3.animeflv.net/anime/allison-to-lillia,https://www3.animeflv.net/uploads/animes/covers/269.jpg
Yu-Gi-Oh! 5D's,"Mil años después de los hechos sucedidos en la serie original vemos una nueva versión de la ciudad Domino ahora llamada Neo Domino City, ahora vemos a un nuevo tipo de duelos los Riding Duels que son duelos a altas velocidades sobre motos llamadas D-Wheels, pero sin dejar atras los emocionantes torneos vemos a un nuevo protagonista intentando llegar a Neo Domino City para encontrar su destino.",2008,Anime,4.6,304,Finalizado,1833,154,"Acción,Juegos,Shounen,",https://www3.animeflv.net/anime/yu-gi-oh-5ds,https://www3.animeflv.net/uploads/animes/covers/969.jpg
Chi's Sweet Home,"Un minino gris y blanco con rayas negras se pierde de su madre y hermanos un día mientras salieron a caminar tranquilamente. Perdido en los alrededores, el minino pelea para encontrar a su familia pero en vez de eso encuentra a un joven chico, Yohei, y a su madre. Ellos toman a la minina a casa, pero las mascotas no son permitidas en el complejo de apartamentos, así que ellos tratan de encontrarle un nuevo hogar a la gatita. Esto se vuelve difícil para la familia, que eventualmente decide quedarse con ella nombrándola ?Chi?.",2008,Anime,4.7,101,Finalizado,887,104,"Comedia,Recuentos de la vida,",https://www3.animeflv.net/anime/chis-sweet-home,https://www3.animeflv.net/uploads/animes/covers/282.jpg
Saishuu Shiken Kujira Progressive,,2008,OVA,4.1,15,Finalizado,86,1,"Drama,Romance,",https://www3.animeflv.net/anime/saishuu-shiken-kujira-progressive,https://www3.animeflv.net/uploads/animes/covers/2308.jpg
Hokuto no Ken: Toki-den,La cuarta parte de la nueva Pentalogía de Hokuto no Ken.,2008,OVA,3.9,16,Finalizado,85,1,"Acción,Artes Marciales,",https://www3.animeflv.net/anime/hokuto-no-ken-toki-den,https://www3.animeflv.net/uploads/animes/covers/1524.jpg
To Heart 2 AD,"Segunda tanda de OVAs de la serie de To Heart 2, dedicadas principalmente a Tama-nee y Yuma.
",2008,OVA,4.1,19,Finalizado,160,2,"Comedia,Ecchi,Romance,",https://www3.animeflv.net/anime/to-heart-2-ad,https://www3.animeflv.net/uploads/animes/covers/2181.jpg
.hack//G.U.Trilogy,"La trama sigue centrándose en Haseo, quien ya se dio cuenta de que ""The World R:2"" no es un juego común y corriente, ya que el fenómeno del ""AIDA"" afecta a los jugadores en la vida real de forma peligrosa. Para salvar a su amiga Shino, Haseo tratara de encontrar alguna respuesta pero solo se topara con mas misterios que rodean a este popular mundo.",2008,Película,4.3,38,Finalizado,295,1,"Acción,Ciencia Ficción,Fantasía,Juegos,",https://www3.animeflv.net/anime/hack-gutrilogy,https://www3.animeflv.net/uploads/animes/covers/619.jpg
Shigofumi Picture Drama,Historias extra exclusivas de los DVD.,2008,Anime,4.6,14,Finalizado,80,7,"Comedia,",https://www3.animeflv.net/anime/shigofumi-picture-drama,https://www3.animeflv.net/uploads/animes/covers/2627.jpg
Bus Gamer,"Toki Mishiba, Nobuto Nakajyo y Kazuo Saitoh son tres jóvenes contratados por una compañía de negocios para que jueguen al Bus Gamer, un juego donde se compite para proteger un disco o robarlo. Los equipos se dividen en HOME, que es el que protege el disco y AWAY, el que roba el disco. Hay un tiempo límite para el juego.",2008,OVA,3.6,30,Finalizado,107,3,"Acción,",https://www3.animeflv.net/anime/bus-gamer,https://www3.animeflv.net/uploads/animes/covers/559.jpg
Saint Seiya: The Hades Chapter - Elysion,"Después de que los 12 Caballeros de Oro sacrificasen sus vidas para destruir el Muro de las Lamentaciones, los Caballeros de Bronce se adentran al profundo reino del Inframundo, los Campos Elyseos, donde se enfrentarán contra los dos sirvientes más poderosos de Hades: Los Dioses Gemelos, Hypnos y Tánatos, antes de enfrentarse en la lucha final contra Hades.",2008,OVA,4.6,172,Finalizado,1473,6,"Acción,Fantasía,Shounen,Superpoderes,",https://www3.animeflv.net/anime/saint-seiya-the-hades-chapter-elysion,https://www3.animeflv.net/uploads/animes/covers/327.jpg
"One Piece: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura (2014) Special",,2008,OVA,4.4,93,Finalizado,522,1,"Acción,Aventuras,Comedia,Fantasía,Shounen,Superpoderes,",https://www3.animeflv.net/anime/one-piece-episode-of-chopper-plus-2014-special,https://www3.animeflv.net/uploads/animes/covers/1819.jpg
Yotsunoha,"Basada en el eroge de Haikuo-Soft, esta serie de OVA’s nos ofrece la historia de un grupo de amigos que, decididos a conservar por siempre los recuerdos que los unen, arman una cápsula del tiempo con el objetivo y la colocan bajo tierra. Tres años después, durante una inesperada reunión, el grupo redescubre la cápsula únicamente para descubrir los secretos (algunos placenteros, otros dolorosos) que se habían guardado entre ellos.
",2008,OVA,4.6,38,Finalizado,353,2,"Escolares,Romance,",https://www3.animeflv.net/anime/yotsunoha,https://www3.animeflv.net/uploads/animes/covers/1931.jpg
Mai-Otome 0: S.ifr,"La saga Otome continua con las antecesoras de las Otomes actuales y también la gran aparición en acción de Rena Sayers. En estos OVA conocerán el pasado poderoso de Rena Sayer (Madre de Arika), la futura reina de Wondbloom y tambien a los antiguos 5 Pilares.",2008,OVA,4.5,21,Finalizado,137,3,"Ciencia Ficción,",https://www3.animeflv.net/anime/mai-otome-s-ifr,https://www3.animeflv.net/uploads/animes/covers/1343.jpg
Yes! Precure 5 GoGo!,"Despues de un tiempo Coco, Natts, Nozomi y todas las Pretty Cure vuelven a involucrarse en sucesos raros, esta vez con una organización llamada Eternal la cual roba los tesoros de los mundos, y quiere entrar en el Jardín Cure Rose, para lo cual necesita el Rose Pact, ademas del poder de los cuatro reyes de los reinos que rodeaban al Reino de Palmier. Nuevamente los reinos son atacados por la gente de Eternal, sin embargo los cuatro reyes logran escapar a la Tierra en formas de Palmin los cuales tienen que encontrar .Mientras tanto, Flora, guardiana del Jardín, contacto con las Pretty Cure,enconmendandoles el Rose Pact. Además una semilla de la rosa azul florece y le da poder a Milk a transformarse en una guerrera Pretty Cure llamada Milky Rose. ",2008,Anime,4.3,61,Finalizado,170,48,"Acción,Escolares,Fantasía,Magia,Shoujo,",https://www3.animeflv.net/anime/yes-precure-5-gogo,https://www3.animeflv.net/uploads/animes/covers/1695.jpg
Kyou no Go no Ni Kagai Jugyou: Mizukake,"Especial incluido en la edición limitada de DVDs de ""Kyou no Go no Ni? Collectable BOX""",2008,OVA,4.3,21,Finalizado,151,1,"Comedia,Ecchi,Escolares,Seinen,",https://www3.animeflv.net/anime/kyou-no-go-no-ni-agai-jugyou-mizukake,https://www3.animeflv.net/uploads/animes/covers/2199.jpg
Hakaba Kitarō,"Es la década de 1950. La guerra ha terminado y la economía está creciendo a un ritmo acelerado. Mientras los ricos se vuelven más ricos, un enorme número de personas que aún se encuentran en la parte inferior de la pirámide social y tienen que trabajar demasiado para sobrevivir.
Por otro lado, el clan de los fantasmas y los monstruos espíritus viven en su propio mundo. Han existido antes que los seres humanos, pero se ven obligados a pasar más tiempo en las afueras de los bosques a medida que la urbanización progresa. En tal sociedad, Kitaro nació en un cementerio como el último fantasma del clan. ",2008,Anime,4.4,50,Finalizado,246,11,"Sobrenatural,Terror,",https://www3.animeflv.net/anime/hakaba-kitarou,https://www3.animeflv.net/uploads/animes/covers/683.jpg
Spice and Wolf,"Craft Lawrence, un vendedor ambulante de 25 años que viaja de ciudad en ciudad vendiendo y comprando varias cosas, ganandose la vida como muchos durante la Edad Media en Europa. Una noche pasando por el pueblo de Pasroe, él encuentra en su carro a una joven llamada Holo quien es una deidad pagana de 250 años de edad. Ella se mira como una joven normal de 15 años, excepto por la cola y orejas de lobo. Ella se identifica como la diosa de la cosecha quien agurda la ciudad con buenas cosechas del trigo por muchos años. A pesar de tener la responsabilidad de cuidar de la ciudad, ella quiere volver a su ciudad en el norte llamda, ella cree que la gente ya la ha abandonado de todos modos y que ella ha mantenido su promesa cuidando de las cosechas. Ella logra negociar su salida del pueblo haciendo un trato con Lawrence. Como ellos viajan, su sabiduría ayuda a aumentar sus ganancias, pero al mismo tiempo, su verdadera naturaleza no deseada llama la atención la iglesia.",2008,Anime,4.7,562,Finalizado,4344,13,"Aventuras,Fantasía,Historico,Romance,",https://www3.animeflv.net/anime/spice-and-wolf,https://www3.animeflv.net/uploads/animes/covers/87.jpg
Aria the Origination,"En el año 2301, en el antiguo planeta Marte (que ya no es el planeta seco y árido que conocemos) ahora bautizado como Aqua, emerge la ciudad de Neo-Venecia, un refugio turístico donde la gente viaja a pie o en góndolas. Las gondoleras profesionales, llamadas Undines, son muy queridas, ya que aparte del transporte, ofrecen visitas turísticas por la ciudad, una copia exacta de la Venecia de la Tierra. Akari Mizunashi es una gondolera en practicas que trabaja en la Corporación Aria, una empresa llevada en solitario por la encantadora Alicia. Akari, gracias a su carácter amable y dulce, conocerá multitud de turistas y compañeros de trabajo, en un ambiente de tranquilidad y paz, de la que Neo-Venecia sera testigo."" ",2008,Anime,4.6,57,Finalizado,280,20,"Ciencia Ficción,Fantasía,Recuentos de la vida,Shounen,",https://www3.animeflv.net/anime/aria-the-origination,https://www3.animeflv.net/uploads/animes/covers/272.jpg
Minami ke-Okawari,"La historia de Minami-ke se basa en las vidas de 3 hermanas, Haruka, Shana y Chiaki. Es una muy divertida historia, que nos muestra como ellas se van relacionando tanto en su hogar como con sus compañeros. Se nos va a contar de una manera muy genial y extraordinaria la vida de estas tres chicas que lucen para todos comunes y corrientes.",2008,Anime,4.4,55,Finalizado,214,13,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/minami-ke-okawari,https://www3.animeflv.net/uploads/animes/covers/69.jpg
Gunslinger Girl Il Teatrino,"Sin recuerdos. Sin errores. Combate el terrorismo, espionaje, todo tipo de ""operaciones negras""... no hay misión que los miembros de ""La Agencia"" no puedan cumplir. Toda su vida es la dedicación de todas sus fuerzas destinadas únicamente a cumplir la misión. Sin preguntas, sin piedad. Nada fuera de lo ""normal"" en los esfuerzos de un régimen corrupto ""democrático"" para mantener el poder, excepto que las principales operadoras de La Agencia, aquellas que siempre terminan con las manos manchadas de sangre... son apenas unas adolescentes. Empleando como fachada el nombre de Agencia de Bienestar Social, La Agencia ""reclutó"" a un grupo de jovencitas que, tras haber sido dadas por muertas tras verse involucradas en horrendos crímenes, fueron alteradas con implantes cibernéticos y una radical reprogramación mental para convertirlas en agentes",2008,Anime,4.3,51,Finalizado,222,13,"Acción,Ciencia Ficción,Drama,Militar,",https://www3.animeflv.net/anime/gunslinger-girl-il-teatrino,https://www3.animeflv.net/uploads/animes/covers/411.jpg
True Tears,"True Tears se envuelve en la historia de un muchacho llamado Shinichirō Nakagami que tiene una habilidad como dibujante. Vive con sus padres, y con una compañera de clase, Hiromi Yuasa, luego de que los padres de ella fallecieran. Shinichirō la conoce por años, pero siente que desde que ella vive allí, su actitud ha cambiado. En la escuela, conoce a una chica extraña llamada Noe Isurugi quien hace una ""maldición"". Poco después, se acercará a ella y entablarán una amistad. Shinichirō también suele estar la mayoría del tiempo con sus dos amigos de infancia Miyokichi Nobuse y Aiko Endō en la tienda de Imagawayakis de la familia de Aiko, y suele ayudarla también.",2008,Anime,4.6,308,Finalizado,2691,13,"Drama,Escolares,Romance,",https://www3.animeflv.net/anime/true-tears,https://www3.animeflv.net/uploads/animes/covers/450.jpg
Zoku Sayonara Zetsubou Sensei,"Zoku Sayonara Zetsubou SeNSEI es la continuación de Sayonara Zetsubou Sensei, trata sobre las vivencias de un profesor que se desespera por cualquier cosa y sus alumnos problematicos que termina empeorando todo. Cabe resaltar que aunque todo se desarrollo en una escuela mixta, la aparición de mujeres es apabullantemente superior a la de los hombres, esto cargado de algo de fan service más la comedia algo incoherente en algunas ocasiones resulta muy graciosa. El zetsubou sensei encontrara motivos para desesperarse en las cosas cotidianas, algo con lo que muchos se identificaran, aunque lo disfrutaríamos más si por lo menos tuvieramos nociones básicas del modus vivendi japones.",2008,Anime,4.4,76,Finalizado,528,13,"Comedia,Escolares,Parodia,",https://www3.animeflv.net/anime/zoku-sayonara-zetsubou-sensei,https://www3.animeflv.net/uploads/animes/covers/1479.jpg
Kimi ga Aruji de Shitsuji ga Ore de,"Debido a problemas familiares, Ren Uesugi y su hermana, Mihato, salen de su hogar. Acaban de mudarse a la ciudad pero se encuentran con falta de dinero. De alguna manera son capaces de encontrar trabajo en la mansión de la familia Kuonji, siendo empleados en el servicio a las tres hermanas de la familia Kuonji: Shinra, Miyu y Yume. Ahora ambos tendrán que enfrentar el nuevo desafío para continuar la vida que desearon.",2008,Anime,4.5,281,Finalizado,3971,13,"Comedia,Ecchi,Harem,Parodia,Romance,",https://www3.animeflv.net/anime/kimi-ga-aruji-de-shitsuji-ga-ore-de,https://www3.animeflv.net/uploads/animes/covers/1771.jpg
Shigofumi,"Amores lejanos, mensajes de aliento, pequeñas aventuras, secretos inconfesables... Pocos objetos pueden reunir tantos sentimientos y revelaciones en tan poco espacio como una carta.
Desde su velada creación hasta la ansiosa espera de su llegada, es cierto que somos personas distintas antes y después de leer una carta: tal vez más alegres, tal vez más melancólicos, pero siempre conservando la esperanza de que, algún día, podamos encontrarnos frente a frente con el autor de esas palabras.
Pero en este mundo existe otra clase de cartas, cartas que solo pueden leerse una vez, que se expresan en más que simples frases. Pero, sobre todo, que traen consigo la certeza de que no volveremos a ver a su autor. A veces con seriedad, a veces en afán de redención, pero siempre con profunda tristeza... así lleva a cabo Fumika su milenaria labor: entregar el último mensaje de una persona fallecida a su ser más querido.
Así, en medio de cientos historias inconclusas, Fumika nos muestra las últimas palabras que los que han partido le confían...",2008,Anime,4.6,64,Finalizado,483,12,"Drama,Fantasía,Psicológico,Sobrenatural,Suspenso,",https://www3.animeflv.net/anime/shigofumi,https://www3.animeflv.net/uploads/animes/covers/67.jpg
Persona: Trinity Soul,"Persona -Trinity Soul- tiene lugar 10 años después del final de Persona 3. Se podría decir que es una continuación de dicho juego.
Se sitúa en la ciudad japonesa de Ayanagi, localizada cerca del mar, donde la policía investiga varios casos que involucran un misterioso padecimiento llamado ""Síndrome de Apatía"" (que guarda relación con lo sucedido hace 10 años). Diez años atrás la ciudad sufrió un gran terremoto, del que se ha ido recuperando poco a poco.
En medio de la crisis, dos hermanos llamados Shin y Jun Kanzato se mudan de regreso para ver a su hermano mayor Ry?, quien ahora es Superintendente de la Policía de la Ciudad de Ayanagi, habiendo pasado diez años desde que los hermanos se encontraron por última vez.",2008,Anime,4.3,84,Finalizado,1417,26,"Acción,Ciencia Ficción,Superpoderes,",https://www3.animeflv.net/anime/persona-trinity-soul,https://www3.animeflv.net/uploads/animes/covers/1760.jpg
Major 4,"Las aventuras de Goro continúan, sólo que esta vez es en la tierra donde nació el béisbol, Estados Unidos. No sólo sus adversarios son más fuertes, incluso sus compañeros de equipo son en última instancia los competidores en la carrera agotadora para las Grandes Ligas. A esto se añade el choque cultural y las barreras del idioma. Sin embargo, Goro nunca ha estado más cerca de su sueño de las Grandes Ligas y, por lo que a él respecta, si el desafío es más grande, más dulce sera la victoria.",2008,Anime,4.7,107,Finalizado,373,26,"Comedia,Deportes,Drama,Shounen,",https://www3.animeflv.net/anime/major-4,https://www3.animeflv.net/uploads/animes/covers/1653.jpg
H2O Footprints in the Sand,"Takuma Hirose es un estudiante de instituto ciego. Tras la muerte repentina de su madre, una herida emocional se forma en el corazón de Takuma, quien se vuelve un chico solitario y reservado. Debido a esto, su tío y él se mudan a un pueblo rural aparentemente tranquilo, donde su ceguera se cura misteriosamente tras conocer a tres chicas: la insociable Hayami, la amable Hinata y la misteriosa Otoha. Pero Takuma se dará cuenta de que, tras la fachada de ciudad tranquila, el pueblo esconde un oscuro pasado estrechamente relacionado con las tres chicas. Takuma deberá descubrir los eventos que modificaron la historia del pueblo, para así poder llegar a entender los secretos de su nuevo hogar e incluso la razón tras su milagrosa recuperación.",2008,Anime,4.4,134,Finalizado,943,12,"Escolares,Harem,Romance,",https://www3.animeflv.net/anime/h2o-footprints-in-the-sand,https://www3.animeflv.net/uploads/animes/covers/45.jpg
Rosario + Vampire,"Tsukune Aono ha suspendido su examen de acceso al instituto medio, y cuando estaba a punto de resignarse y pasar un año sabático su padre encontró un sospechoso sobre con los papeles para ingresar en la Academia Youkai, un instituto construido en un lugar remoto y apartado de la civilización, que resulta ser un lugar de reunión para jóvenes monstruos que aprenderán a 'coexistir' con los humanos. Durante el camino hacia el instituto conoce a Akashiya Moka, una chica preciosa que tentada por la sangre de Tsukune revela su verdadera identidad...
también puedes ver la 2da temporada de Rosario + Vampire",2008,Anime,4.6,737,Finalizado,10017,13,"Comedia,Ecchi,Escolares,Fantasía,Harem,Romance,Shounen,Vampiros,",https://www3.animeflv.net/anime/vampire-rosario,https://www3.animeflv.net/uploads/animes/covers/118.jpg
Kowarekake no Orgol,"Keiichiro, un tipo que vive solo y atormentado por fantasmas del pasado, se encuentra una noche lluviosa con Flower, una pequeña Parent (androide de uso doméstico) abandonada en la basura, y decide llevársela a su casa para repararla. Pero Flower es un modelo viejo y descontinuado, y al parecer no hay esperanza. Increíblemente la pequeña se reactiva y comienza a vivir con Keiichiro, trayendo alegría nuevamente a su vida y acercándolo otra vez a la música, su verdadera pasión...",2009,OVA,4.6,43,Finalizado,222,1,"Ciencia Ficción,Drama,Música,Recuentos de la vida,",https://www3.animeflv.net/anime/kowarekake-no-orgol,https://www3.animeflv.net/uploads/animes/covers/1684.jpg
Aki Sora,"Aki (hermana mayor), Sora y Nami Aoi (mellizos) son hermanos que comparten una buena relación. Sin embargo Aki y Sora son muy íntimos. Aki siempre ha sido una buena hermana mayor, excelente en deportes y en calificaciones, atractiva y que se da a desear. Aunque también es bastante descuidada, por lo que Sora siempre anda tras de ella haciendole los quehaceres del hogar. No obstante dicha convivencia deja de ser fraternal, y cuando ambos se dan cuenta que se atraen y que sus sentimientos son mutuos, pasa lo inevitable y “cruzan la línea”. Ambos guardan el secreto a su hermana menor, pero en medio de su relación prohibida, Nami comienza a alentar a su amiga Kana Sumiya para que quede con Sora. Y además ella también tiene a alguien a quién querer…",2009,OVA,4.2,398,Finalizado,3606,1,"Ecchi,Romance,Seinen,",https://www3.animeflv.net/anime/aki-sora,https://www3.animeflv.net/uploads/animes/covers/1256.jpg
One Piece Strong World,"Shiki ""El León Dorado"" que desea traer el infierno a la Tierra es el unico hombre que ha escapado de la gran prisión Impel Down. Justo después de su salida de Thriller Bark la Tripulación del Sombrero de Paja y Shiki entra en un enfrentamiento, Shiki secuestra a Nami, entonces Luffy y sus compañeros se embarcan en su búsqueda.
",2009,Película,4.2,423,Finalizado,1334,1,"Acción,Aventuras,Comedia,Drama,Fantasía,Shounen,",https://www3.animeflv.net/anime/one-piece-strong-world,https://www3.animeflv.net/uploads/animes/covers/387.jpg
Weiß Survive R,"Weiß Survive R, como se titula momentáneamente a la segunda temporada, incorporara un equipo de cuatro chicas al ya existente dúo protagonista formado por Takeshi y Michi. Además esta nueva temporada incorporara nuevos equipos de cartas como Mahou Shoujo Lyrical Nanoha StrikerS Team.
",2009,Anime,4.3,37,Finalizado,512,12,"Comedia,Ecchi,Juegos,",https://www3.animeflv.net/anime/weiss-survive-r,https://www3.animeflv.net/uploads/animes/covers/1689.jpg
Higashi no Eden Movie I: The King of Eden,"Primera pelicula que continua la serie ''Eden of the East'', en la que un chaval con amnesia autoinducida, Akira Takizawa, buscará sus recuerdos. Esta búsqueda le llevará a relacionarse con el ''Lunes Descuidado'' un acto terrorista durante el cual 10 misiles golpearon Japón. Sin embargo, este acto no mato a ninguna persona. Todo ello está relacionado con un teléfono móvil que contiene 8 billones de Yen. Una chica, Saki Morimi, se ve envuelta en la búsqueda del pasado de Akira.",2009,Película,4.6,106,Finalizado,881,1,"Comedia,Drama,Misterio,Recuentos de la vida,Romance,Suspenso,",https://www3.animeflv.net/anime/higashi-no-eden-movie-1-the-king-of-eden,https://www3.animeflv.net/uploads/animes/covers/2128.jpg
Macross Frontier: Itsuwari no Utahime,"Es el año 2059, han pasado ya 47 años desde la primera guerra contra los Zentraedis, en la cual la humanidad estuvo al borde de la extinción. Conscientes del riesgo que implicaba no tener otro hogar en el universo en el cual la humanidad pudiera sobrevivir, se inicia la era de la exploración espacial. Así, a abordo de gigantescas flotas colonizadoras compuestas por enormes naves que contienen ciudades enteras, la raza humana se encaminan en la búsqueda de nuevos mundos que puedan albergar vida humana. Una de estas flotas es la número 25 conocida como Macross Frontier la cual alberga alrededor de unas 10 millones de personas entre humanos y zentraedis, quienes desarrollan sus actividades como en cualquier urbe moderna.
A esta nave llega la famosa cantante, Sheryl Nome, y su llegada coincide con el encuentro con una extraña raza alienígena que ataca a la flota, ¿tendrá Sheryl algo que ver con esto?, los otros protagonistas son Saotome Alto, estudiante de vuelo en la academia Mihoshi que huye de su pasado, y Ranka Lee, una joven fan del Hada Galáctica, que trabaja en el restaurante chino Nyan-Nyan y cuyo pasado está envuelto en el misterio.",2009,Película,4.3,38,Finalizado,213,1,"Acción,Ciencia Ficción,Espacial,Mecha,Militar,Música,Romance,",https://www3.animeflv.net/anime/macross-frontier-itsuwari-no-utahime,https://www3.animeflv.net/uploads/animes/covers/844.jpg
Zan Sayonara Zetsubou Sensei Bangaichi,"La continuación de las 3 temporadas pasadas, en las que veremos como Zetsubou-sensei se sigue desesperando por cualquier cosa. Además de conocer a más personajes de la serie, la mayoria termina enamorandose de Nozomu.",2009,OVA,4.4,29,Finalizado,220,2,"Comedia,Escolares,Parodia,",https://www3.animeflv.net/anime/zan-sayonara-zetsubou-sensei-bangaichi,https://www3.animeflv.net/uploads/animes/covers/1482.jpg
Halo Legends,"Halo Legends es una colección de 7 cortos animados que cuentan diversas historias que se ubican en el Universo de Ciencia Ficción de Halo. Las historias fueron creadas por 5 productoras Japonesas: Bones, Casio Entertainment, Production I.G., Studio 4ºC, y Toei Animation.
",2009,OVA,4.6,121,Finalizado,763,8,"Acción,Ciencia Ficción,Drama,Militar,",https://www3.animeflv.net/anime/halo-legends,https://www3.animeflv.net/uploads/animes/covers/1761.jpg
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,"Love está organizando, junto con Setsuna, una pijamada en su casa. Mientras las cuatro amigas están disfrutando de una agradable noche, los juguetes de todas partes están desapareciendo. Para resolver el misterio, el conejo de juguete de Love se aparece con vida, diciendo que en la Ciudad de los juguetes se están reuniendo los juguetes desaparecidos. por un extraño ser, un oso gigante. Las cuatro pretty cure ahora deberán vencer al enemigo para salvar la Ciudad de los Juguetes y devolver a sus dueños los juguetes robados.",2009,Película,4.2,19,Finalizado,84,1,"Acción,Comedia,Fantasía,Magia,Shoujo,",https://www3.animeflv.net/anime/fresh-precure-movie,https://www3.animeflv.net/uploads/animes/covers/1697.jpg
Shakugan no Shana S,"Shakugan no Shana S, es una serie de 4 OVAS situados temporalmente entre la 2° y 3° temporada.",2009,OVA,4.7,115,Finalizado,903,4,"Acción,Drama,Escolares,Fantasía,Romance,Sobrenatural,",https://www3.animeflv.net/anime/shakugan-no-shana-s,https://www3.animeflv.net/uploads/animes/covers/1736.jpg
Mahoromatic: Tadaima◇Okaeri,"Especiales de la serie Mahoromatic.
",2009,OVA,4.6,17,Finalizado,158,2,"Ciencia Ficción,Comedia,Ecchi,Romance,",https://www3.animeflv.net/anime/mahoromatic-tadaima-okaeri,https://www3.animeflv.net/uploads/animes/covers/2071.jpg
Kiddy GiRL-AND,"Los Ex miembros Eclair y Lumière alguna vez se debatieron muchos retos para restablecer la paz y el orden en la galaxia asi como su destino. Ahora habiendo pasado 50 años, la galaxia nuevamente se encuentra envuelta al borde del caos. Para retomar nuevamente la paz y el orden, la aurora nos muestra dos nuevas heroinas: Ascoeur y Q-feuille.",2009,Anime,4.5,47,Finalizado,128,24,"Acción,Ciencia Ficción,Superpoderes,Comedia,",https://www3.animeflv.net/anime/kiddy-girl-and,https://www3.animeflv.net/uploads/animes/covers/59.jpg
Kaidan Restaurant,"Shou, un niño de primaria que posee un gran apetito por lo sobrenatural acaba de ser transferido al pueblo de Yamazakura. Su compañera de clase Ako le cuenta que este también es conocido como el pueblo maldito, que existen un sin fin de cosas extrañas y paranormales en él, entre ellas el Restaurant del Terror. Shou, Anko y la representante de la clase Reiko se verán involucrados en este restaurant que sirve 3 platillos por noche (episodio) que al comerlos cuentan cada uno una historia de terror en la que los tres protagonistas estarán involucrados y en donde se revelara mas de la historia de cada uno, del misterio del restaurant y el pueblo encantado.",2009,Anime,4.4,48,Finalizado,305,23,"Infantil,Misterio,Sobrenatural,Terror,",https://www3.animeflv.net/anime/kaidan-restaurant,https://www3.animeflv.net/uploads/animes/covers/1558.jpg
Fairy Tail,"Fairy Tail cuenta la historia de un joven mago llamado Natsu en la búsqueda de su maestro y padre adoptivo Igneel que resulta ser un dragón. Por ello se unió a Fairy Tail, un gremio de magos que es famoso por los destrozos y daños que provocan en diversas ciudades (lo cual no debería ser así). El mundo de Fairy Tail gira alrededor de los magos (los cuales poco tienen que ver con la idea general del mago común) que realizan encargos a cambio de dinero, similar a un cazarecompensas. Natsu conoce a Lucy, una guapa muchacha cuyo sueño era ingresar a un gremio de magos, específicamente, a Fairy Tail, lo cual consigue gracias a la ayuda de Natsu. De ahí en adelante, la historia sigue los movimientos de esta pareja de magos los cuales se ven envueltos en un sin número de aventuras antes de conseguir la meta final de encontrar a Igneel.",2009,Anime,4.6,3699,Finalizado,31894,175,"Acción,Aventuras,Comedia,Fantasía,Magia,Shounen,",https://www3.animeflv.net/anime/fairy-tail,https://www3.animeflv.net/uploads/animes/covers/5.jpg
Aoi Bungaku Series,"Una adaptación de seis trabajos literarios japoneses por varios autores: No Longer Human (Ningen Shikaku) y Run, Melos! (Hashire, Melos) por Asamu Dazai, Kokoro por Natsume Souseki, Hell Screen (Jigoku Hen) y The Spider's Thread (Kumo no Ito) por Ryunosuke Akutagawa y In the Forest, Under Cherries in Full Bloom (Sakura no Mori no Mankai no Shita) por Ango Sakaguchi.",2009,Anime,4.4,122,Finalizado,1637,12,"Drama,Historico,Psicológico,Seinen,Suspenso,",https://www3.animeflv.net/anime/aoi-bungaku-series,https://www3.animeflv.net/uploads/animes/covers/518.jpg
Darker than Black: Ryuusei no Gemini,"Hei y Yin han estado huyendo después de traicionar al Sindicato en la temporada pasada. Después de dejar Japón, Hei se encuentra con Suou Pavlichenko, una niña Euroasiática de 13 años que se ha visto envuelta en la guerra y políticas de varias facciones y Contratistas que compiten por el poder. Mientras tanto en Tokio continúa de pie Hell?s Gate (La Puerta del Infierno), después de que Hei intentara detener la activación de el arma de partículas anti-Gate Anillo de Saturno. Aunque los Contratistas están fuera de peligro de que sus existencias sean eliminadas, esto no evita que antiguos y nuevos Contratistas abusen de su poder. Mientras que Misaki Kirihara y su equipo en el Buró Público de Seguridad lidian con los casos de Contratistas que aumentan, ella también tiene que mantener al Sindicato a distancia, ya que tienen altos puestos dentro de la policía Japonesa y en Oficinas de Inteligencia alrededor del mundo.",2009,Anime,4.6,261,Finalizado,1683,12,"Acción,Ciencia Ficción,Misterio,Superpoderes,",https://www3.animeflv.net/anime/darker-than-black-2,https://www3.animeflv.net/uploads/animes/covers/129.jpg
